Flavor Intensity,Texture Complexity,Spice Profile[0:Mild 1:Medium 2:Balanced 3:Spicy],Freshness Index,Culinary Technique Score,Aroma Richness[0:Low 1:High 2:Moderate 3:Very High],Tastiness
9,2,0,7,10,1,-5.570000000000002
9,3,1,7,7,1,-8.173
7,3,1,6,6,0,-2.609999999999996
6,2,1,7,9,0,5.197000000000001
10,5,0,6,10,2,-3.7920000000000016
9,2,0,8,7,0,-8.645
6,5,2,10,8,2,14.134000000000004
8,1,2,9,7,1,-6.730999999999993
8,3,3,9,10,2,2.645000000000005
9,2,1,8,8,0,-7.199999999999999
10,2,0,6,10,3,-12.008999999999999
6,5,1,10,7,0,13.715000000000003
9,3,0,6,9,2,-6.542999999999999
9,2,0,9,10,3,-3.8479999999999976
8,5,2,10,10,0,10.390000000000004
10,5,2,10,8,0,-0.9959999999999987
9,4,1,9,9,2,-0.06199999999999961
7,4,2,10,9,0,10.207000000000004
10,2,2,7,8,3,-14.360999999999995
7,3,1,9,8,1,4.307000000000006
9,1,1,10,9,3,-6.905000000000003
8,1,0,6,8,1,-8.780999999999997
9,5,0,10,8,3,1.922000000000002
10,3,0,9,8,3,-8.627
8,4,2,6,9,3,-0.8669999999999995
8,4,3,7,6,3,-4.663999999999998
8,5,3,6,6,2,-2.956999999999997
6,1,3,8,8,0,1.9310000000000045
8,1,3,6,10,0,-5.586999999999996
6,4,0,7,7,2,6.208000000000002
8,1,3,6,8,0,-8.894999999999996
10,3,0,7,10,3,-8.066999999999998
9,5,0,6,10,1,0.7599999999999997
10,1,1,6,9,0,-14.901000000000007
6,5,1,8,8,1,12.108000000000002
9,1,0,7,7,2,-13.613
9,2,2,9,6,0,-9.342999999999996
6,1,2,8,10,2,4.422000000000004
7,4,1,9,8,1,6.8750000000000036
8,4,1,6,10,2,1.5090000000000001
8,5,0,9,8,2,5.100000000000003
8,3,0,8,8,2,-1.4099999999999968
10,2,3,8,8,3,-13.196
6,4,1,9,10,0,14.735000000000003
9,1,2,9,9,3,-8.488000000000001
9,1,3,8,8,3,-11.725000000000003
6,5,1,8,8,0,12.621000000000002
7,2,1,8,7,1,-1.2889999999999961
6,5,1,6,10,3,11.642000000000001
8,2,3,6,10,0,-3.0189999999999984
10,1,1,6,9,1,-15.414000000000007
7,1,2,7,10,1,-0.4779999999999963
7,1,3,10,6,1,-3.180999999999992
7,4,2,6,8,3,1.518000000000002
9,2,0,8,6,2,-11.325
10,2,2,6,10,0,-10.887999999999998
7,5,2,10,9,2,11.749000000000006
8,4,2,9,6,3,-1.7069999999999976
7,1,2,9,8,1,-1.0379999999999932
7,1,0,8,6,1,-5.301999999999994
10,5,3,8,8,0,-3.9529999999999994
10,1,3,10,8,2,-12.503000000000004
9,5,2,8,9,2,0.9230000000000016
7,5,0,8,9,0,10.445000000000004
7,1,2,8,7,3,-5.091999999999993
10,3,2,8,8,3,-10.418999999999999
8,4,3,9,8,3,1.3920000000000026
9,2,1,6,7,0,-11.602
9,2,0,9,6,2,-9.950999999999997
6,4,0,10,8,1,12.497000000000003
8,2,0,9,8,3,-3.1169999999999978
7,3,0,6,6,2,-3.426999999999996
10,3,3,8,8,1,-9.602000000000002
10,5,0,10,8,2,-1.6039999999999994
10,3,3,9,6,1,-11.536000000000003
8,2,1,6,9,0,-4.254999999999999
6,3,1,7,7,1,3.9440000000000026
9,2,1,6,8,0,-9.948
7,3,1,10,8,2,5.168000000000006
8,5,3,10,9,1,8.014000000000005
9,1,1,7,10,3,-9.373000000000003
7,3,3,8,7,1,0.8610000000000059
6,2,3,6,6,1,-2.0699999999999985
6,4,0,9,6,2,7.302000000000003
7,1,1,9,8,0,-0.3159999999999936
10,2,2,9,7,1,-12.240999999999998
6,3,3,8,10,1,9.862000000000004
9,1,0,8,9,2,-8.931000000000001
9,1,1,9,8,0,-8.394000000000005
8,2,1,9,8,3,-3.3259999999999974
9,1,0,6,8,3,-13.846000000000002
7,3,1,6,9,0,2.352000000000004
6,2,1,9,7,1,4.124000000000002
7,5,2,10,9,1,12.262000000000006
8,2,2,6,9,1,-4.9769999999999985
8,1,2,7,9,3,-7.196999999999997
9,4,0,9,10,3,1.2879999999999998
9,5,0,6,10,2,0.24699999999999966
10,4,3,10,9,3,-3.658
6,4,1,6,6,3,2.4580000000000015
7,4,3,8,6,0,2.288000000000004
6,2,1,8,9,1,6.058000000000002
7,2,2,7,9,0,0.9490000000000034
10,3,1,6,10,1,-8.624000000000004
9,3,0,9,6,0,-6.356999999999999
6,1,1,9,7,0,2.0690000000000044
7,4,1,10,6,2,4.428000000000004
8,3,1,8,9,0,1.0610000000000035
6,2,2,7,6,1,-0.48699999999999843
8,1,0,8,8,0,-5.519999999999996
6,5,3,9,9,3,13.692000000000002
8,1,0,9,6,3,-8.992999999999993
8,4,1,10,8,3,3.1840000000000024
6,3,3,10,6,1,5.994000000000005
10,2,2,7,9,2,-12.193999999999996
10,5,2,8,9,3,-3.629
10,4,0,9,8,2,-5.546000000000003
10,4,2,10,6,1,-7.385
7,4,0,8,7,2,3.543000000000003
9,3,1,9,8,2,-4.283999999999995
9,4,0,6,7,2,-7.283000000000001
7,3,0,6,8,1,0.39400000000000357
9,1,0,8,6,3,-14.406
9,1,0,6,7,2,-14.987000000000002
6,2,2,8,7,0,3.054000000000002
8,2,3,6,6,1,-10.147999999999998
9,1,2,10,6,1,-11.049999999999999
9,5,3,6,9,1,-1.520999999999999
9,5,2,7,10,1,1.716000000000001
10,3,2,7,10,1,-7.458999999999998
8,3,2,7,10,2,0.1060000000000032
10,4,2,10,10,0,-0.2560000000000002
8,3,3,8,8,3,-2.549999999999996
7,2,1,7,9,0,1.158000000000003
7,5,0,10,7,2,8.859000000000005
10,4,3,9,9,0,-3.4929999999999986
9,3,0,6,8,0,-7.170999999999999
7,3,3,10,8,2,4.750000000000007
7,5,3,9,7,3,6.345000000000006
6,2,2,8,9,3,4.823000000000002
8,2,1,8,10,1,-0.365999999999998
6,4,3,10,9,0,14.037000000000003
9,5,2,7,6,1,-4.899999999999999
7,4,3,6,9,2,3.4760000000000026
7,4,3,6,6,3,-1.9989999999999974
10,5,3,10,8,2,-2.230999999999998
8,5,0,6,8,2,0.9780000000000013
8,1,1,9,10,3,-2.585999999999997
6,5,3,8,8,0,12.203000000000001
8,1,3,9,8,3,-6.311999999999996
10,1,3,10,6,0,-14.785000000000004
10,4,1,6,7,1,-11.018000000000002
9,3,1,10,8,2,-2.9099999999999966
9,1,2,6,10,2,-10.443000000000001
7,5,2,7,10,2,9.281000000000004
6,1,3,6,7,1,-2.9839999999999964
8,2,2,7,9,0,-3.09
6,1,0,7,7,2,-1.495999999999997
9,3,1,6,9,2,-6.751999999999999
9,2,2,7,7,3,-11.976
8,4,1,7,10,1,3.396000000000001
9,1,1,9,8,1,-8.907000000000005
6,4,2,9,7,0,9.564000000000004
8,1,2,9,9,1,-3.422999999999993
6,4,2,9,10,1,14.013000000000003
10,5,0,8,9,1,-2.1850000000000005
10,4,1,8,8,1,-6.616000000000001
6,1,3,9,6,2,-1.0289999999999948
9,1,0,8,8,3,-11.098
8,1,2,6,7,1,-10.852999999999996
9,2,1,8,7,3,-10.392999999999999
7,4,1,8,6,0,2.706000000000003
9,5,1,10,10,2,5.5340000000000025
7,4,2,7,7,1,2.264000000000003
10,5,2,9,8,0,-2.369999999999999
7,3,0,6,9,3,1.0220000000000034
10,2,0,8,9,0,-9.375999999999998
8,1,0,7,9,3,-6.778999999999998
7,5,0,6,10,3,7.812000000000003
6,3,0,8,10,3,9.463000000000003
9,1,1,8,7,2,-12.448000000000004
10,1,3,7,8,1,-16.112000000000005
6,1,1,8,10,0,5.657000000000004
8,5,0,7,10,0,6.686000000000002
10,5,0,9,8,2,-2.9779999999999998
9,5,1,6,10,1,0.551
6,1,0,7,8,2,0.1580000000000028
10,2,1,6,8,2,-15.013000000000002
6,4,0,6,9,0,9.168000000000001
8,2,1,9,10,2,0.49500000000000255
10,3,1,7,8,3,-11.584000000000001
6,2,3,9,6,1,2.052000000000003
9,1,2,10,10,3,-5.459999999999999
9,3,3,10,8,1,-2.814999999999996
9,2,0,6,10,3,-7.970000000000001
10,1,1,10,10,3,-9.290000000000004
9,3,0,10,10,0,1.6330000000000027
6,4,1,10,7,0,11.147000000000004
7,5,3,10,8,2,9.886000000000006
6,4,3,6,10,3,8.656
10,3,1,7,7,3,-13.238000000000001
9,3,0,9,7,2,-5.728999999999999
9,1,1,8,8,2,-10.794000000000004
6,2,0,10,8,2,6.8480000000000025
9,2,3,10,6,2,-9.203999999999997
8,3,2,10,9,0,3.600000000000005
7,2,2,6,8,2,-3.104999999999997
10,1,3,6,7,3,-20.166000000000007
7,1,2,7,7,2,-5.952999999999996
6,1,0,9,6,0,0.6240000000000041
7,5,0,8,7,1,6.624000000000004
8,1,1,6,10,0,-5.168999999999997
8,2,1,6,9,0,-4.254999999999999
10,2,2,10,6,3,-13.546999999999995
7,4,3,8,9,3,5.711000000000004
8,3,3,6,9,3,-3.643999999999997
6,4,2,9,9,3,11.333000000000004
8,5,0,6,10,1,4.799000000000001
10,2,0,10,6,0,-11.589999999999996
9,4,2,10,9,1,1.6160000000000014
10,5,3,10,10,2,1.0770000000000015
6,1,2,10,9,1,6.029000000000005
9,4,2,6,10,0,-1.713000000000001
8,4,0,10,9,3,5.047000000000002
8,2,0,7,6,2,-8.66
7,2,1,7,6,3,-5.342999999999996
7,4,2,9,6,0,3.871000000000004
6,1,3,6,10,0,2.491000000000003
7,4,2,8,8,3,4.266000000000004
10,1,3,9,7,2,-15.531000000000006
6,5,3,8,8,3,10.664000000000001
7,3,0,7,6,0,-1.0269999999999957
6,5,1,9,7,3,10.802000000000003
9,1,3,10,9,0,-5.7840000000000025
7,2,0,10,7,3,0.6420000000000043
8,5,0,10,7,2,4.820000000000004
8,3,0,7,10,2,0.5240000000000025
9,2,0,8,8,3,-8.53
8,3,2,8,7,0,-2.455999999999996
9,1,2,7,6,0,-14.658999999999999
7,2,1,10,9,2,4.254000000000005
10,2,3,7,9,2,-12.402999999999999
9,5,1,6,8,0,-2.2439999999999998
9,5,2,6,7,0,-4.106999999999999
6,5,2,8,9,3,12.527000000000003
7,5,1,8,10,1,11.377000000000004
8,1,1,10,8,3,-4.519999999999994
6,1,3,8,6,1,-1.8899999999999952
10,5,3,7,8,2,-6.352999999999998
10,2,2,7,9,1,-11.680999999999996
6,1,3,9,7,3,0.11200000000000498
9,4,2,8,8,3,-3.812
7,3,0,8,9,3,3.7700000000000045
7,2,3,10,10,0,6.516000000000005
7,3,1,9,7,0,3.1660000000000057
8,4,1,7,8,3,-0.9379999999999993
10,1,1,7,6,1,-19.002000000000006
9,5,2,7,6,0,-4.386999999999999
10,3,2,9,8,0,-7.506
6,4,2,7,9,1,9.611000000000002
6,2,3,6,9,3,1.866000000000001
7,4,3,9,9,0,8.624000000000004
9,3,2,8,9,3,-4.725999999999997
10,2,1,6,6,1,-17.808000000000003
7,4,1,7,8,2,3.6140000000000025
6,3,0,10,9,3,10.557000000000004
9,5,0,6,10,2,0.24699999999999966
8,4,0,7,9,3,0.9250000000000003
6,2,0,6,7,2,-0.3019999999999998
6,2,0,8,7,1,2.9590000000000014
9,1,3,9,10,0,-5.504000000000005
9,5,2,9,8,1,1.1560000000000024
9,4,2,6,7,1,-7.188000000000001
6,4,0,10,10,2,15.292000000000005
7,2,2,6,8,1,-2.591999999999997
8,3,3,8,8,0,-1.0109999999999957
7,2,1,8,10,2,3.1600000000000037
6,4,0,10,9,2,13.638000000000003
9,1,3,10,10,0,-4.130000000000003
6,4,1,8,8,3,8.514000000000003
9,2,0,7,7,2,-11.045000000000002
8,4,1,7,10,2,2.883000000000001
8,4,1,10,8,3,3.1840000000000024
9,4,2,7,8,2,-4.672999999999998
7,3,1,6,8,3,-0.8409999999999962
9,3,1,6,7,2,-10.059999999999999
6,3,2,10,10,3,11.793000000000005
6,2,3,10,7,2,4.567000000000004
6,2,2,7,9,2,3.9620000000000015
8,3,0,9,9,3,1.1050000000000035
8,2,3,7,10,0,-1.644999999999996
10,4,1,7,10,2,-5.195000000000004
10,2,0,7,6,0,-15.711999999999996
9,3,0,10,6,1,-5.495999999999997
10,4,2,9,9,0,-3.2840000000000025
6,4,2,9,10,1,14.013000000000003
7,4,1,9,10,2,9.670000000000003
7,3,1,10,9,3,6.309000000000006
9,2,3,6,7,0,-12.02
8,4,0,10,9,1,6.073000000000002
6,1,1,9,6,3,-1.1239999999999957
7,4,3,8,8,0,5.596000000000004
10,1,0,9,7,3,-15.417000000000003
8,4,0,7,7,2,-1.8699999999999994
10,1,0,10,9,2,-10.222000000000001
7,1,0,8,8,2,-2.5069999999999943
10,4,0,7,6,0,-10.576
9,4,3,10,9,2,0.8940000000000017
6,3,0,9,10,3,10.837000000000003
6,3,1,7,8,1,5.5980000000000025
9,2,2,7,10,0,-5.475000000000001
8,3,3,10,7,1,-0.4299999999999945
8,5,3,8,7,3,0.9320000000000035
10,5,0,8,6,2,-7.66
9,4,2,6,9,1,-3.880000000000001
6,1,0,9,6,3,-0.914999999999996
10,3,0,9,9,1,-5.947000000000001
9,3,1,6,10,1,-4.584999999999999
8,3,3,8,6,1,-4.831999999999995
9,1,3,6,10,3,-11.165000000000004
10,1,1,7,8,0,-15.181000000000004
6,2,2,8,9,0,6.362000000000002
8,4,1,9,7,1,1.1820000000000022
6,1,1,6,7,0,-2.0529999999999973
7,2,3,7,10,0,2.3940000000000037
10,2,1,7,9,2,-11.985
7,5,0,9,10,2,12.447000000000005
9,4,2,9,9,1,0.24200000000000077
8,2,2,7,8,2,-5.77
9,5,0,10,10,2,5.743000000000002
9,4,2,9,9,1,0.24200000000000077
8,4,0,7,8,3,-0.7289999999999996
10,1,1,10,6,2,-15.393000000000004
8,3,0,6,6,0,-6.439999999999998
9,3,0,7,8,2,-6.822999999999997
10,2,3,6,9,2,-13.777000000000001
6,2,1,7,10,0,6.851000000000001
7,3,1,9,9,3,4.935000000000006
10,5,1,7,8,3,-6.447999999999999
9,5,1,10,8,3,1.7130000000000023
7,2,1,8,10,0,4.1860000000000035
8,1,2,7,6,2,-11.645999999999997
9,3,2,10,6,3,-6.939999999999996
8,3,0,8,8,0,-0.3839999999999968
8,3,3,8,6,1,-4.831999999999995
8,5,3,7,9,1,3.892000000000003
9,2,3,8,6,2,-11.951999999999998
10,4,0,8,7,1,-8.061000000000002
7,1,0,7,8,2,-3.8809999999999967
6,3,1,6,6,1,0.916000000000002
8,3,2,8,10,3,0.9670000000000036
9,4,3,7,10,3,-2.087000000000002
6,3,1,8,8,3,5.946000000000003
9,5,2,7,6,1,-4.899999999999999
9,5,1,10,10,2,5.5340000000000025
10,4,2,6,6,1,-12.881000000000002
6,5,3,10,6,2,10.617000000000003
9,1,3,7,8,2,-12.586000000000002
7,1,1,7,7,2,-5.743999999999993
8,2,2,7,8,1,-5.257
8,1,2,9,9,2,-3.935999999999993
8,4,3,10,10,2,6.587000000000003
8,2,0,10,7,3,-3.396999999999997
10,4,1,8,9,3,-5.988000000000001
10,2,1,6,8,1,-14.500000000000002
9,4,0,7,9,1,-2.087999999999999
6,1,0,9,10,1,6.727000000000004
6,5,1,9,8,2,12.969000000000003
9,1,3,7,10,3,-9.791000000000002
9,2,3,8,7,1,-9.784999999999998
7,2,3,6,9,3,-2.172999999999997
8,3,1,6,8,1,-3.8539999999999974
8,4,1,9,8,2,2.323000000000002
9,3,3,10,7,2,-4.981999999999996
10,3,2,8,10,0,-5.571999999999999
9,4,0,9,6,0,-3.7889999999999997
7,4,2,7,6,3,-0.41599999999999726
8,3,3,6,9,1,-2.6179999999999968
10,3,2,9,9,0,-5.852
6,4,0,9,7,1,9.469000000000003
6,1,0,9,9,0,5.586000000000004
9,4,0,10,10,3,2.6620000000000004
10,1,3,10,9,1,-10.336000000000004
7,2,1,6,6,2,-6.203999999999997
10,2,0,7,10,0,-9.095999999999997
7,2,1,9,7,3,-0.9409999999999958
7,4,1,7,7,2,1.9600000000000024
10,4,0,9,7,0,-6.174000000000003
8,4,2,8,10,3,3.5350000000000015
8,1,2,9,6,3,-9.410999999999992
6,5,1,7,7,2,8.567000000000002
7,5,2,8,8,0,8.373000000000005
8,5,1,8,9,2,5.171000000000003
6,2,0,7,8,0,3.7520000000000007
8,3,0,6,8,2,-4.157999999999998
8,4,2,6,6,3,-5.828999999999999
6,1,3,8,10,1,4.726000000000004
10,2,3,8,7,2,-14.337
6,5,2,10,10,3,16.929000000000002
8,3,0,9,8,2,-0.03599999999999626
9,4,3,6,8,3,-6.769
10,4,1,6,6,0,-12.159000000000002
7,1,2,10,7,2,-1.8309999999999926
9,2,1,10,7,2,-7.131999999999998
8,4,0,9,7,1,1.3910000000000018
8,3,1,10,7,0,0.5010000000000048
9,1,3,9,10,0,-5.504000000000005
10,1,2,7,6,2,-19.724
8,1,3,6,9,1,-7.753999999999996
6,4,1,8,8,2,9.027000000000003
6,1,0,7,7,2,-1.495999999999997
7,3,2,10,8,2,4.959000000000007
9,5,3,7,9,3,-1.1729999999999987
9,3,1,6,8,0,-7.379999999999999
9,4,0,7,8,2,-4.254999999999999
6,3,2,8,9,2,7.9040000000000035
8,5,1,6,7,0,0.1410000000000018
8,4,0,7,6,3,-4.036999999999999
9,4,0,7,9,2,-2.600999999999999
9,3,1,10,9,3,-1.768999999999997
7,5,1,9,10,0,13.264000000000005
8,2,2,9,6,2,-6.3299999999999965
6,1,1,9,10,2,6.005000000000004
6,3,1,7,8,3,4.572000000000003
8,4,3,7,9,3,0.2980000000000014
8,4,2,10,7,1,2.347000000000003
7,1,1,8,6,2,-6.023999999999994
7,4,3,10,9,1,9.485000000000005
8,2,1,9,6,0,-5.094999999999997
6,2,2,9,6,2,1.7480000000000027
6,1,0,6,10,0,3.118000000000002
7,4,1,6,8,3,1.7270000000000016
9,4,0,9,6,1,-4.302
8,2,1,8,6,0,-6.468999999999998
9,1,0,10,8,2,-7.837
10,4,1,9,6,0,-8.036999999999999
8,3,3,8,10,2,1.2710000000000041
8,1,3,10,6,1,-7.2199999999999935
10,4,0,8,8,3,-7.433000000000002
6,1,3,9,9,2,3.933000000000005
6,1,3,6,7,1,-2.9839999999999964
9,3,3,7,10,3,-4.654999999999999
6,2,3,6,8,2,0.7250000000000012
6,1,0,9,8,2,2.906000000000004
8,5,0,6,6,2,-2.3299999999999983
7,5,3,6,8,0,5.416000000000004
10,4,2,6,8,0,-9.060000000000002
6,1,1,6,10,3,1.3700000000000023
8,5,1,9,7,2,3.2370000000000037
7,3,0,7,10,0,5.589000000000004
7,4,1,9,6,0,4.080000000000004
10,5,0,7,7,3,-7.8930000000000025
10,3,0,7,10,0,-6.527999999999999
8,2,3,8,10,2,-1.2969999999999973
8,3,3,10,7,3,-1.4559999999999946
7,1,0,8,7,0,-3.1349999999999945
9,1,1,10,8,2,-8.046000000000003
7,3,1,10,8,2,5.168000000000006
6,5,0,9,8,3,12.665000000000003
6,4,0,8,8,3,8.723000000000003
9,3,1,7,6,2,-10.34
10,5,2,10,8,2,-2.0219999999999985
7,1,0,6,9,3,-4.113999999999995
6,3,3,10,6,1,5.994000000000005
9,4,2,9,7,2,-3.578999999999999
6,3,3,9,7,2,5.761000000000005
9,2,3,7,8,1,-9.504999999999997
10,2,1,7,6,3,-17.46
9,5,0,6,10,3,-0.26600000000000046
10,5,1,6,10,2,-4.001000000000001
9,1,2,6,7,0,-14.379000000000001
10,5,3,7,9,0,-3.6729999999999983
7,4,1,9,6,1,3.5670000000000037
9,4,0,8,9,3,-1.7400000000000007
8,1,2,8,9,1,-4.796999999999995
9,2,2,9,7,0,-7.6889999999999965
10,1,1,9,10,0,-9.125000000000007
7,5,3,10,6,0,7.604000000000006
7,5,3,6,9,3,5.531000000000004
7,1,2,6,8,0,-4.646999999999995
6,4,0,8,6,3,5.415000000000003
10,5,3,9,6,0,-5.886999999999999
6,4,3,10,6,2,8.049000000000003
8,4,1,7,6,3,-4.245999999999999
10,2,2,10,10,1,-5.904999999999996
7,4,1,9,6,2,3.054000000000004
10,4,2,8,8,2,-7.338000000000001
8,5,3,7,8,2,1.725000000000003
10,5,0,8,9,2,-2.6980000000000004
7,1,0,9,7,2,-2.7869999999999937
7,2,2,8,7,0,-0.9849999999999959
10,1,0,6,9,0,-14.692000000000004
8,5,1,6,6,3,-3.0519999999999983
10,3,3,10,8,0,-6.341000000000001
8,2,3,9,8,1,-2.7179999999999964
6,2,2,8,8,3,3.169000000000002
6,5,2,10,10,1,17.955000000000002
7,5,2,9,8,1,9.234000000000005
8,4,2,6,10,3,0.7870000000000004
9,3,1,6,9,1,-6.238999999999999
6,5,1,8,6,2,8.287000000000003
8,3,1,9,9,3,0.8960000000000039
7,4,1,9,8,2,6.362000000000004
6,1,0,7,6,1,-2.636999999999997
7,4,3,10,6,3,3.4970000000000048
7,4,1,8,10,3,7.783000000000003
8,1,3,9,9,0,-3.118999999999996
6,1,2,9,8,2,2.488000000000005
6,3,1,7,9,3,6.226000000000003
9,3,1,9,7,0,-4.9119999999999955
8,5,2,8,10,3,6.103000000000003
7,4,3,6,8,0,2.8480000000000025
10,4,0,10,8,2,-4.172000000000001
10,1,2,8,8,2,-15.042000000000002
9,5,1,7,7,2,-3.549999999999999
8,5,1,8,8,2,3.517000000000003
8,1,0,10,7,3,-5.9649999999999945
10,2,0,9,9,1,-8.514999999999999
10,2,1,7,10,0,-9.305
8,5,0,6,7,3,-1.1889999999999987
8,1,2,8,10,3,-4.168999999999995
10,4,0,10,10,1,-0.351000000000001
6,2,1,6,6,2,-2.164999999999999
9,4,3,7,7,1,-6.0230000000000015
7,2,3,10,7,1,1.0410000000000057
10,1,1,7,10,3,-13.412000000000004
10,1,0,6,6,1,-20.167000000000005
10,2,0,9,9,2,-9.027999999999999
10,3,0,7,7,0,-11.489999999999998
9,2,1,8,10,1,-4.404999999999999
7,1,1,8,6,3,-6.536999999999994
8,1,0,7,8,1,-7.406999999999998
7,4,0,6,7,1,1.3080000000000016
10,2,1,9,6,3,-14.712000000000002
7,2,2,9,8,0,2.0430000000000046
7,1,3,8,7,0,-3.7619999999999933
7,3,2,9,10,0,7.919000000000006
9,2,1,7,10,2,-6.291999999999998
8,1,3,8,7,2,-8.826999999999995
7,1,2,10,7,3,-2.3439999999999928
6,3,0,9,8,2,8.042000000000003
9,5,1,9,9,1,3.019000000000002
10,4,2,10,7,0,-5.218
6,3,3,10,9,1,10.956000000000005
8,5,2,6,9,3,1.7010000000000018
9,2,1,7,6,1,-12.394999999999998
8,4,2,8,9,2,2.394000000000002
10,4,1,9,8,1,-5.241999999999999
9,4,1,10,7,3,-2.508999999999999
9,2,2,7,7,3,-11.976
6,1,0,10,9,0,6.960000000000004
8,2,3,8,6,1,-7.399999999999997
7,1,0,8,8,2,-2.5069999999999943
9,2,3,10,8,3,-6.408999999999997
6,4,0,10,7,0,11.356000000000003
6,4,1,9,10,2,13.709000000000003
6,3,0,9,9,0,10.722000000000003
6,5,0,9,7,2,11.524000000000003
9,5,0,7,7,3,-3.8539999999999996
6,3,0,7,7,2,3.6400000000000023
6,5,0,10,7,2,12.898000000000003
7,1,1,6,6,0,-7.745999999999995
9,2,2,10,7,2,-7.3409999999999975
8,3,3,6,9,2,-3.1309999999999967
7,4,3,10,6,3,3.4970000000000048
9,5,3,8,8,1,-0.42699999999999794
6,3,2,7,10,0,9.210000000000003
8,2,2,8,8,1,-3.8829999999999973
7,4,3,8,6,0,2.288000000000004
10,3,1,8,10,1,-5.876000000000003
7,1,3,10,6,0,-2.667999999999992
7,5,0,9,8,2,9.139000000000005
9,1,2,7,9,2,-10.722999999999999
7,1,0,7,8,1,-3.3679999999999968
8,1,1,10,7,2,-5.660999999999994
6,3,0,7,10,1,9.115000000000002
9,4,0,10,8,2,-0.13299999999999934
10,1,0,9,7,2,-14.904000000000003
9,2,0,8,9,2,-6.3629999999999995
8,4,0,8,8,3,0.6450000000000009
10,2,1,7,6,1,-16.434
7,4,2,9,10,1,9.974000000000004
6,5,1,7,9,1,12.388000000000002
10,3,1,10,6,1,-9.744000000000002
8,5,1,8,9,1,5.684000000000003
10,1,3,10,6,3,-16.324000000000005
10,3,3,10,10,3,-4.572000000000001
9,1,1,7,10,2,-8.860000000000003
8,1,3,9,8,2,-5.798999999999996
8,2,0,9,8,1,-2.0909999999999975
9,2,3,8,9,1,-6.4769999999999985
7,3,3,10,9,1,6.917000000000007
9,3,1,7,8,2,-7.032
8,5,2,10,9,2,7.710000000000004
8,2,0,7,10,0,-1.0180000000000007
7,2,0,10,10,2,6.117000000000004
6,3,0,8,8,1,7.181000000000003
8,2,2,9,8,0,-1.9959999999999969
6,5,2,8,8,1,11.899000000000003
6,5,3,9,8,2,12.551000000000002
7,3,2,8,10,2,5.5190000000000055
9,4,2,10,7,1,-1.6919999999999984
6,4,3,10,9,0,14.037000000000003
10,4,0,8,6,0,-9.202000000000002
9,4,2,10,7,1,-1.6919999999999984
6,5,3,10,6,2,10.617000000000003
7,5,0,8,8,3,7.252000000000004
6,3,0,8,7,2,5.014000000000003
7,2,1,6,8,1,-2.3829999999999973
8,2,2,7,7,2,-7.4239999999999995
7,1,3,6,7,0,-6.5099999999999945
7,2,0,7,8,3,-1.8259999999999974
6,5,2,8,9,2,13.040000000000003
6,2,2,9,7,1,3.9150000000000027
6,3,1,9,10,1,11.654000000000003
6,5,2,6,7,3,6.471000000000002
7,5,1,9,7,3,6.763000000000005
8,2,1,10,10,2,1.869000000000003
8,2,2,6,7,1,-8.284999999999998
9,1,3,9,6,1,-12.633000000000004
10,5,1,6,8,3,-7.822000000000001
6,5,3,8,10,1,14.998000000000001
10,4,2,9,6,1,-8.759000000000002
9,3,0,8,7,1,-6.589999999999998
7,5,1,6,8,3,4.2950000000000035
7,3,0,8,8,2,2.629000000000005
9,3,3,9,7,1,-5.842999999999995
10,4,2,6,6,2,-13.394000000000002
8,1,0,6,6,2,-12.601999999999997
10,4,0,10,7,1,-5.313000000000001
10,2,1,10,6,3,-13.338
9,5,0,8,7,0,-0.940999999999999
6,4,0,8,8,0,10.262000000000002
6,5,3,6,10,2,11.737
6,5,3,9,6,2,9.243000000000002
7,5,0,8,9,0,10.445000000000004
8,2,3,9,8,0,-2.2049999999999965
10,3,1,8,6,2,-13.005000000000003
8,5,1,6,10,3,3.5640000000000014
9,2,2,8,10,2,-5.126999999999999
8,5,1,9,6,0,2.6090000000000035
7,2,1,7,10,0,2.812000000000003
8,2,0,7,8,2,-5.352
10,4,1,6,8,3,-10.390000000000002
7,2,3,6,9,1,-1.1469999999999967
10,5,3,9,10,0,0.729000000000001
10,2,1,9,8,0,-9.865000000000002
8,2,1,8,8,1,-3.6739999999999977
9,4,2,8,8,3,-3.812
8,4,2,8,8,3,0.22700000000000164
6,4,0,8,9,0,11.916000000000002
6,1,3,10,8,1,4.166000000000006
6,3,1,7,8,2,5.085000000000003
6,4,2,9,10,0,14.526000000000003
9,3,2,6,6,2,-11.922999999999998
7,4,2,8,9,2,6.433000000000003
8,3,3,6,9,2,-3.1309999999999967
7,1,2,7,10,3,-1.5039999999999965
7,3,3,7,10,0,4.962000000000005
8,2,2,8,9,0,-1.7159999999999975
7,1,0,8,8,0,-1.4809999999999945
9,2,3,6,8,0,-10.366
8,5,1,10,10,3,9.060000000000004
6,1,3,7,8,1,0.044000000000003925
7,1,3,10,7,0,-1.0139999999999922
9,1,3,8,10,3,-8.417000000000003
9,4,2,6,8,3,-6.5600000000000005
6,4,1,7,9,2,9.307000000000002
7,4,2,9,6,2,2.845000000000004
10,4,1,6,6,0,-12.159000000000002
8,4,3,9,7,1,0.7640000000000028
10,4,0,7,9,0,-5.614000000000001
6,2,1,6,10,0,5.477
7,4,2,9,6,0,3.871000000000004
